Sinhala,English
"නාගරික සැලසුම්කරණය, සිවිල් ඉංජිනේරු විද්‍යාව, සැරසිලි කලාව, අභ්‍යන්තර නිර්මාණය සහ භූ දර්ශන නිර්මාණය ඇතුළු අනෙකුත් ක්ෂේත්‍ර සමඟ ගෘහ නිර්මාණ ශිල්පය සැලකිය යුතු ලෙස අතිච්ඡාදනය වේ.
","Architecture overlaps considerably with other fields including urban planning, civil engineering, decorative arts, interior design and landscape design.
"
"සමහර ස්වදේශික වාසස්ථාන කෙතරම් දුරස්ථද යත් ඇල්බකෙර්කේ හෝ සන්ටා ෆේ වෙත ගමන් කිරීමෙන් තොරව ඔබට සැලකිය යුතු ප්‍රමාණයේ රාත්‍රී ක්‍රියාකාරකම් සොයාගත නොහැකි වෙයි.
","Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe.
"
"කෙසේවෙතත්, ඉහත ලැයිස්තුගත කර ඇති කැසිනෝවල මත්පැන් පිරිනමනු ලබන අතර, ඒවායින් කිහිපයක් නාමික-සන්නම් විනෝදාස්වාදය ගෙන එයි (මූලිකව ඇල්බකෙර්කේ සහ සැන්ටා ෆේ ළඟින්ම ඇති කැසිනෝ).
","However, nearly all of the casinos listed above serve drinks, and several of them bring in name-brand entertainment (primarily the large ones immediately surrounding Albuquerque and Santa Fe).
"
"පරෙස්සම් වන්න: මෙහි ඇති කුඩා නගර බීමහල් ප්‍රාන්තයට පිටතින් එන ආගන්තුකයින්ට ගැවසීමට සැමවිටම හොඳ තැන් නොවේ.
","Beware: small-town bars here are not always good places for the out-of-state visitor to hang out.
"
"එක් දෙයක් වන්නේ දකුණුදිග නිව් මෙක්සිකෝවල බීමත්ව රිය පැදවීමේ ගැටලු සැලකිය යුතු ලෙස ඇති අතර, කුඩා නගරාශ්‍රිත බීමහල් ආසන්නයේ බීමත් රියදුරු වැඩි ප්‍රමාණයක් ගැවසෙති.
","For one thing, northern New Mexico has significant problems with drunk driving, and the concentration of intoxicated drivers is high close to small-town bars.
"
"නොගැළපෙන බිතුසිතුවම් හෝ කුරුටුගෑම් ග්‍රැෆිටි ලෙස හැඳින්වෙයි.
","Unwanted murals or scribble is known as graffiti.
"
"එය නවීන සංසිද්ධියකට වඩා බොහෝ දුරින් පැවතුනද, බොහෝ අය එය ඉසින තීන්ත භාවිතයෙන් තරුණයින් විසින් රාජ්‍ය හා පෞද්ගලික දේපළ නාස්ති කිරීම සමඟ සම්බන්ධ කරයි.
","While it's far from a modern phenomenon, most people probably associate it with youth vandalizing public and private property using spray paint.
"
"කෙසේ වෙතත්, මේ කාලයේ ප්‍රසිද්ධ ග්‍රැෆිටි කලාකරුවන්, ග්‍රැෆිටි ක්‍රියාකාරකම් සහ ඒ සඳහා වන ""නීත්‍යානුකූල"" බිත්ති ඇත. ග්‍රැෆිටි චිත්‍ර බොහෝ විට ප්‍රසාංගික වශයෙන් නීති විරෝධී සලකුණුවලට වඩා කලා නිමැවුම්වලට සමාන වේ.
","However, nowadays there are established graffiti artists, graffiti events and ""legal"" walls. Graffiti paintings in this context often resemble artworks rather than illegible tags.
"
"බූමරංගය විසි කිරීම යනු බොහෝ සංචාරකයින් ප්‍රගුණ කිරීමට කැමති ජනප්‍රිය කුසලතාවකි.
","Boomerang throwing is a popular skill that many tourists want to acquire.
"
"විසි කළ විට නැවත ඔබ වෙතටම පැමිණෙන බූමරංග විසි කිරීම ඔබට ඉගෙනීමට අවශ්‍ය නම්, නැවත පැමිණීමට සුදුසු සුදුසු බූමරංගයක් ඔබ සතුව ඇති බවට සහතික කරගන්න.
","If you want to learn throwing a boomerang that comes back to your hand, make sure you have a suitable boomerang for returning.
"
"ඕස්ට්‍රේලියාවේ දක්නට හැකි බූමරංගවලින් වැඩි හරියක් ආපසු පැමිණෙන්නේ නැත.  ආධුනිකයන් සුළඟ  දෙසට යැවීමට අදහස් නොකිරීම වඩාත් සුදුසු ය.
","Most boomerangs available in Australia are in fact non-returning. It is best for beginners to not try throwing in windy
"
"හංගි ආහාර වේලක් පිසිනු ලබන්නේ උණුසුම් භූගත වලක වේ.
","A Hangi Meal is cooked in a hot pit in the ground.
"
"වළ එක්කෝ ගින්නකින් උණුසුම් කරගත් ගල් වලින් රත් කරනු ලැබේ, නැතහොත් සමහර ස්ථානවල භූතාපජ තාපය මගින් භූමියේ ප්‍රදේශ ස්වභාවිකව උණුසුම් වේ.
","The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.
"
"සාම්ප්‍රදායික රෝස්ට් විලාසිතාවේ රාත්‍රී ආහාරය පිසීමට හංගි බොහෝ විට භාවිතා කරයි.
","The hangi is often used to cook a traditional roast style dinner.
"
"රොටෝරුවාහි ස්ථාන කිහිපයක් භූ උෂ්ණත්ව හංගි පිරිනමන අතර, අනෙකුත් හංගි ලබාගත හැක්කේ ක්‍රයිස්ට්චර්ච්, වෙලිංටන් සහ වෙනත් ස්ථානවලිනි.
","Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.
"
"කේප් ටවුන් ඇතුළත සහ ඒ වටා ඇති මගී දුම්රිය සඳහා මෙට්‍රෝ රේල් හි පන්ති දෙකක් ඇත: මෙට්‍රොප්ලස් (පළමු පන්තිය ලෙසද හැඳින්වේ) සහ මෙට්‍රෝ (තෙවන පන්තිය ලෙස හැඳින්වේ).
","MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class).
"
"මෙට්‍රෝප්ලස් වඩාත් සැප පහසු, අඩු ජනාකීර්ණ සහ මදක් මිල අධික වන නමුත් යුරෝපයේ සාමාන්‍ය මෙට්‍රෝ ප්‍රවේශපත්වලට වඩා මිල අඩුය.
","MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe.
"
"සෑම දුම්රියකම මෙට්‍රෝප්ලස් සහ මෙට්‍රෝ මැදිරි තිබේ; කේප් ටවුන්වලට ආසන්නතම දුම්රියෙහි මෙට්‍රෝප්ලස් දුම්රිය මැදිරි ඇත්තේ සෑමවිටම පිටුපසිනි.
","Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.
"
"අනෙකුන් සඳහා බඩු රැගෙන යාම - විශේෂයෙන් ඔබ ජාත්‍යන්තර සීමා තරණය කරන විට කිසි විටෙකත් ඔබේ ගමන්මලු පෙනෙන මානයෙන් ඈතට නොයන්න.
","Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders.
"
"ඔබගේ අනුදැනුමකින් තොරව ඔබව මත්ද්‍රව්‍ය ගෙනයන්නෙකු බවට පත්වීමේ හැකියාවක් ඇති අතර, එමගින් ඔබ විශාල ගැටලුවකට මුහුණ පෑ හැකිය.
","You could find yourself being used as a drug carrier without your knowledge, which will land you in a great deal of trouble.
"
"දැනුම්දීමකින් තොරව ඕනෑම වේලාවක මත්ද්‍රව්‍ය ඉව කරන සුනඛයින් භාවිත කළ හැකි නිසා මෙයට පෝළිමේ රැඳී සිටීමද අයත් වේ.
","This includes waiting in line, as drug-sniffing dogs could be used at any time without notice.
"
"සමහර රටවල පළමුවර වැරදිවලට පවා අතිශය දරුණු දඬුවම් පමුණු වන අතර, මේවාට අවුරුදු 10 ට අධික සිරගත කිරීම් හෝ මරණය ඇතුළත් විය හැකිය.
","Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death.
"
"හිමිකරුවෙක් නොමැති මලු සොරකමක් සඳහා ඉලක්කයක් වන අතර බෝම්බ තර්ජන ගැන විමසිලිමත් වන බලධාරීන්ගේ අවධානයට ලක්විය හැකි ය.
","Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.
"
"නිවසේදී මෙම දේශීය විෂබීජවලට නිරතුරුව නිරාවරණය වීමෙන්, ඔබ දැනටමත් ඒවාට ප්‍රතිශක්ත වී සිටීමේ හැකියාව ඉතා ඉහළය.
","At home, due to this constant exposure to the local germs, odds are very high that you're already immune to them.
"
"එහෙත් බැක්ටීරියා විද්‍යාත්මක ජීවීන් ඔබට අලුත් ලෝකයේ අනෙකුත් ප්‍රදේශවලදී, ඔබ ගැටළුවලට ලක් වීමේ වැඩි ප්‍රවණතාවක් තිබේ.
","But in other parts of the world, where the bacteriological fauna are new to you, you're far more likely to run into problems.
"
"එමෙන්ම, වඩාත් උණුසුම් දේශගුණයන් තුළ බැක්ටීරියා වඩාත් ඉක්මනින් වර්ධනය වන අතර ශරීරයෙන් පිටත වැඩි කාලයක් නොනැසී පවතී.
","Also, in warmer climates bacteria both grow more quickly and survive longer outside the body.
"
"මේ අනුව දිල්ලි බෙලි, පාරාවෝගේ ශාපය, මොන්ටෙසුමාගේ පළිගැනීම සහ ඔවුන්ගේ බොහෝ මිතුරන්ගේ වසංගතය.
","Thus the scourges of Delhi Belly, the Pharaoh's Curse, Montezuma's Revenge, and their many friends.
"
"වඩා ශීතල දේශගුණ තත්ත්ව තුළ ශ්වසන ගැටලු මෙන්, උණුසුම් දේශගුණ තත්ත්ව තුළ බඩවැල් ආශ්‍රිත ගැටලු සාමාන්‍යය වශයෙන් පොදු තත්ත්වයක් වන අතර සමහර අවස්ථාවල එය පැහැදිලි ලෙසම කරදරකාරී වන නමුත් ඇත්ත වශයෙන්ම අනතුරුදායක නොවේ.
","As with respiratory problems in colder climates, intestinal problems in hot climates are fairly common and in most cases are distinctly annoying but not really dangerous.
"
"සංවර්ධනය වන රටක - හෝ ලොව නව කොටසක - පළමු වරට යන්නේ නම් සංස්කෘතික ගැස්මක් සඳහා ඇති විභවතාව අවතක්සේරු නොකරන්න.
","If traveling in a developing country for the first time – or in a new part of the world – don't underestimate the potential culture shock.
"
"බොහෝ ස්ථාවර, දක්ෂ සංචාරකයන් විසින් අත්දකින සංවර්ධනය වෙමින් පවතින ලෝක සංචාරයේ අලුත්කම බොහෝ කුඩා සංස්කෘතික වෙනස්කම් ඇති පරිසරයකින් මැඬපැවැත්විය හැක.
","Many a stable, capable traveler has been overcome by the newness of developing world travel, where many little cultural adjustments can add up quickly.
"
"විශේෂයෙන් ඔබගේ මුල් දිනවලදී පරිසරයට පුරුදු වීමට උපකාරයක් ලෙස, බටහිර ආකාරයේ සහ ගුණාත්මක බවින් ඉහළ හෝටල්, ආහාර සහ සේවා භාවිත කිරීමට සලකා බලන්න.
","Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.
"
"දේශීය සත්ත්ව සංහතිය පිළිබඳ අවබෝධයක් ඔබට නැතිනම්, ප්‍රදේශවල බිම මෙට්ටයක් හෝ තුනී කොට්ටයක් මත නිදා නොගන්න.
","Do not sleep on a mattress or pad on the ground in areas where you do not know the local fauna.
"
"ඔබ කඳවුරු බැඳීමට යන්නේ නම් සර්පයන්, ගෝණුස්සන් සහ වෙනත් එවැනි සතුන්ගෙන් අරක්ෂා වීමට කඳවුරු සයනයක් හෝ එල්ලෙන ඇඳක් ගෙන එන්න.
","If you are going to camp out, bring a camp cot or hammock to keep you away from snakes, scorpions and such.
"
"ඔබේ නිවස උදෑසන ‌ ප්‍රණීත කෝපි කෝප්පයකින් හා රාත්‍රියේ සැහැල්ලුව ඇති කරන කැමෝමයිල් තෝ ‌කෝප්පයකින්  පුරවන්න.
","Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.
"
"ඔබ ස්වදේශ-සංචාරයක සිටින විට, ඔබට විනෝද වීමට කාලය ඇති අතර, විශේෂ යමක් වත්කර ගැනීමට අමතර මිනිත්තු කිහිපයක් ගත කිරීමටද කාලය ඇත.
","When you're on a staycation, you have the time to treat yourself and take a few extra minutes to brew up something special.
"
"ඔබට වඩා වික්‍රමාන්විත බවක් හැ‍ඟෙන්නේ නම්, යුෂ සඳහා හෝ ස්මූති කිහිපයක් මිශ්‍ර කිරීමේ අවස්ථාව ලබාගන්න:
","If you're feeling more adventurous, take the opportunity to juice or blend up some smoothies:
"
"ඔබ ඔබගේ දෛනික චර්යාවට ආපසු පැමිණි විට ඔබට උදෑසන ආහාරයට සෑදීමට හැකි සරල පානයක් ඔබ විසින් සොයා ගැනීමට ඉඩ ඇත.
","maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine.
"
"ඔබ ජීවත් වන්නේ විවිධාකාර පානීය සංස්කෘතියක් ඇති නගරයක නම්, ඔබ නිතර නොයන අසල්වැසි ප්‍රදේශවල බාර් හෝ පබ් වෙත යන්න.
","If you live in a city with a varied drinking culture, go to bars or pubs in neighborhoods you don't frequent.
"
"වෛද්‍ය වාග්ව්‍යවහාරය නුහුරු අයට, ආසාදක හා බෝවන යන වචනවලට එකිනෙකට වෙනස් අර්ථයන් ඇත.
","For those unfamiliar with medical jargon, the words infectious and contagious have distinct meanings.
"
"වෛරසයක්, බැක්ටීරියාවක්, දිලීරයක් හෝ වෙනත් පරපෝෂිතයන් වැනි රෝග කාරකයකින් හටගන්නා රෝගයක් බෝවන රෝගයක් යනුවෙන් හැඳින්වේ.
","An infectious disease is one that is caused by a pathogen, such as a virus, bacterium, fungus or other parasites.
"
"බෝවෙන රෝගයක් යනු ආසාදිත පුද්ගලයෙකු ළඟ සිටීමෙන් පහසුවෙන් වැළඳිය හැකි රෝගයකි.
","A contagious disease is a disease which is easily transmitted by being in the vicinity of an infected person.
"
"බොහෝ රජයන් වලට ඔවුන්ගේ රටට ඇතුල් වන අමුත්තන් සහ පිටත්ව යන රටවැසියන් විවිධ රෝග සඳහා එන්නත් කිරීමට නියම කරයි.
","Many governments require visitors entering, or residents leaving, their countries to be vaccinated for a range of diseases.
"
"බොහෝ විට සංචාරකයෙකු සංචාරය කර ඇති හෝ සංචාරය කිරීමට අපේක්ෂා කරන රටවල් මත මෙම අවශ්‍යතා රඳා පවතී.
","These requirements may often depend on what countries a traveller has visited or intends to visit.
"
"උතුරු කැරොලිනාවේ චාලට් නගරයේ එක් ප්‍රබල ලක්‍ෂණයක් වන්නේ පවුල් සඳහා උසස් තත්ත්‍වයේ විකල්ප ගණනාවක් තිබීමයි.
","One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
"
"වෙනත් ප්‍රදේශවලින් පැමිණි නේවාසිකයන් නිතරම පවසන්නේ එහි පැමිණීමට ප්‍රධාන හේතුව එහි පවතින පවුල් හිතෛෂී භාවය වන අතර, දරුවන් සමඟ නගරය හොඳින් අත්විඳිය හැකි බව ආගන්තුකයන්ට පෙනෙති.
","Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.
"
"පසුගිය වසර 20 තුළ, චාලට් අවට ප්‍රදේශයේ දරුවන්ට හිතෛෂී විකල්ප ඉතා වැඩි වශයෙන් වර්ධනය වී ඇත.
","In the past 20 years, the amount of child-friendly options in Uptown Charlotte has grown exponentially.
"
"යම් අවස්ථාවලදී ඒවා යම් පමණකට ප්‍රයෝජනවත් විය හැකි වුවත්, චාලට් හි පවුල් සාමාන්‍යයෙන් කුළි රථ භාවිත නොකරයි.
","Taxis are not generally used by families in Charlotte, though they can be of some use in certain circumstances.
"
"මගීන් 2 දෙනෙකුට වඩා සිටීමෙන් අධිභාරයක් පැනවෙන නිසා, එය අනවශ්‍ය අන්දමින් වියදම් වැඩි වන විකල්පයකි.
","There is a surcharge for having more than 2 passengers, so this option might be more expensive than necessary.
"
"පෘථිවියේ ශීතල අධිකම ස්ථානය වන්නේ ඇන්ටාක්ටිකාවයි, එය දක්ෂිණ ධ්‍රැවය වටා පිහිටයි.
","Antarctica is the coldest place on Earth, and surrounds the South Pole.
"
"සංචාරක ගමන් බිමන් මිල අධික වන අතර,ඒ සඳහා ශාරීරික සුවතාවද අවශ්‍ය වේ, එමෙන්ම එහි යා හැක්කේ නොවැ-පෙබරවාරි මාසවල වසන්තයේදී පමණක් වන අතර එය අර්ධ ද්වීපය, දූපත් සහ රෝස් මුහුදට සීමා වේ.
","Tourist visits are costly, demand physical fitness, can only take place in summer Nov-Feb, and are largely limited to the Peninsula, Islands and Ross Sea.
"
"ගිම්හානයේ දී මෙහි වාසය කරන දහස් ගණනක කාර්ය මණ්ඩලය බොහෝ දුරට රැඳී සිටින්නේ එම ප්‍රදේශවල පිහිටි දුසිම් 4 කඳවුරුවලය; එනම් ශීත කාලයට නැවතී සිටින කුඩා සංඛ්‍යාවක නවාතැන්පළවලය.
","A couple of thousand staff live here in summer in some four dozen bases mostly in those areas; a small number stay over winter.
"
"අභ්‍යන්තර ඇන්ටාක්ටිකාව කි.මී. 2-3 ක පමණ අයිස්වලින් ආවරණය වූ හුදෙකලා සානුවකි.
","Inland Antarctica is a desolate plateau covered by 2-3 km of ice.
"
"ඉඳහිට විශේෂඥ ගුවන් චාරිකා අභ්‍යන්තරයට, කඳු නැගීමට හෝ විශාල කඳවුරක් ඇති ධ්‍රැවයට ළඟා වේ.
","Occasional specialist air tours go inland, for mountaineering or to reach the Pole, which has a large base.
"
"දක්ෂිණ ධ්‍රැව මග (හෝ මහ මාර්ගය) මැක්මර්ඩෝ මධ්‍යස්ථානයේ සිට රෝස් මුහුද ඔස්සේ ධ්‍රැවය දෙසට කිමී 1600 ක් දිවේ.
","The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole.
"
"එය ඇවිත් කොඩි වලින් සලකුණු කර ඇති පුරවන ලද ග්ලැසියර විවර සහිත ඝණ හිම වෙයි. එහි ගමන් කළ හැක්කේ ඉන්ධන සහ සැපයුම් සහිත හිම යානා ඇදගෙන යන  විශේෂිත ට්‍රැක්ටර් වලට පමණි.
","It's compacted snow with crevasses filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies.
"
"මේවා ඉතා වේගවත් නොවන බැවින් අඩිපාරට සානුව වෙතට පැමිණීමට ට්‍රාන්ස්ඇන්ටාර්ක්ටික් කඳු වටා දිගු ගමනක් යා යුතු ය.
","These aren't very nimble so the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau.
"
"සිසිරයේ අනතුරුවලට ප්‍රධාන හේතුව වන්නේ ලිස්සන සුළු පාරවල්, පදික වේදිකා සහ විශේෂයෙන් පියගැටපෙළ ය.
","The most common cause for accidents in winter is slippery roads, pavements (sidewalks) and especially steps.
"
"අවම වශයෙන් ඔබ සුදුසු අඩියක් සහිත පාවහන් පැළඳිය යුතුය. වසන්ත සපත්තු සාමන්‍යයෙන් අයිස් සහ හිම මත ලිස්සා යන අතර සමහර සිසිර බූට් සපත්තු පවා අඩුපාඩු සහිත වේ.
","At a minimum, you need footwear with suitable soles. Summer shoes are usually very slippery on ice and snow, even some winter boots are deficient.
"
"රටාව ප්‍රමාණවත් තරම් ගැඹුරු විය යුතු ය, මිලිමීටර් 5ක් (අඟල් 1/5ක්) හෝ ඊට වැඩි විය යුතු අතර, සීතල උෂ්ණත්වයේ දී ද්‍රව්‍යය ප්‍රමාණවත් ලෙස මෘදු විය යුතු ය.
","The pattern should be deep enough, 5 mm (1/5 inch) or more, and the material soft enough in cold temperatures.
"
"සමහර බූට් සපත්තු වල බොත්තම් සහ ලිස්සනසුළු ගතිය මගහරවා ගැනීමට බොත්තම් ආයිත්තම් ඇති අතර, බොහෝ සපත්තු හා බූට් සපත්තු සඳහා, උස අඩි හෝ උස අඩි හා අඩි ගැලපේ.
","Some boots have studs and there is studded add-on equipment for slippery conditions, suitable for most shoes and boots, for the heels or heels and sole.
"
"අඩිය පැතලි සහ පුළුල් විය යුතුය. සාමාන්‍යයෙන් ඝර්ෂණය වැඩි කිරීමට වැලි, බොරළු හෝ ලුණු (කැල්සියම් ක්ලෝරයිඩ්) මාර්ග හෝ මාවත් මත විසුරුවා හරිනු ලැබේ.
","Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.
"
"හිමක‍ඳු කඩා වැටීම් අසාමාන්‍යතාවක් නොවේ; බෑවුම් සහිත පල්ලම්වලට දරා ගත හැක්කේ ඉතා මන්දගාමී ලෙස වන අතර අතිරික්ත පරිමාවන් හිමක‍ඳු කඩා වැටීම් ලෙස පහත වැටෙනු ඇත.
","Avalanches are not an abnormality; steep slopes can hold only so much slow, and the excess volumes will come down as avalanches.
"
"ගැටලුව වන්නේ හිම ඇලෙන සුළු වීමයි, එනිසා එය පහළට පැමිණීමට යම් ආරම්භයක් අවශ්‍ය වෙන අතර සමහර පහළට පැමිණෙන හිම අනික්වා ආරම්භ කිරීමේ සිදුවීම ද විය හැකිය.
","The problem is that snow is sticky, so it needs some triggering to come down, and some snow coming down can be the triggering event for the rest.
"
"සමහර විට සාමාන්‍යයෙන් ආරම්භක සිදුවීම වන්නේ හිරු මගින් හිම දිය කිරීම වන අතර, සමහර විටක එය වැඩි වැඩියෙන් හිම පතනය වීමත් සමහර විට වෙනත් ස්වභාවික සිදුවීමක්, බොහෝ දුරට මිනිස් මැදිහත් වීමක් විය හැකිය.
","Sometimes the original trigging event is the sun warming the snow, sometimes some more snowfall, sometimes other natural events, often a human.
"
"සුළිසුළඟක් යනු අවට වාතය අභ්‍යන්තරයට හා ඉහළට උරා ගන්නා, භ්‍රමණය වන අවපීඩිත වායුමය ස්ථම්භයකි.
","A tornado is a spinning column of very low-pressure air, which sucks the surrounding air inward and upward.
"
"ඒවා අධික සුළං (පැයකට සැතපුම් 100-200) ඇති කරන අතර බර වස්තු වායුවට මුදා හැර කුනාටු මෙන් රැගෙන යාමටද හැකිය.
","They generate high winds (often 100-200 miles/hour) and can lift heavy objects into the air, carrying them as the tornado moves.
"
"ඒවා ආරම්භ වන්නේ කුණාටු වලාකුළු වෙතින් එන පුනීල ආකාරයෙන් වන අතර ඒවා පොළොව ස්පර්ශ වූ විටම් ""කුනාටු"" බවට පත් වේ.
","They begin as funnels descending from storm clouds, and become ""tornadoes"" when they touch the ground.
"
"දේශපාලනික වාරණ සහ වාණිජ IP-භූ පෙරහන් මඟහැරීමට පුද්ගලික VPN (අතථ්‍ය පුද්ගලික ජාල) සපයන්නෝ විශිෂ්ට මාර්ගයක් ලබා දෙති.
","Personal VPN (virtual private network) providers are an excellent way of circumventing both political censorship and commercial IP-geofiltering.
"
"ඒවා හේතු කිහිපයක් නිසා වෙබ් ප්‍රොක්සි වලට වඩා හොඳය: http පමණක් නොව, සියලුම අන්තර්ජාල දත්ත ගමන් ඒවා ප්‍රතියොමු කරයි.
","They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http.
"
"ඔවුන් සාමාන්‍යයෙන් ඉහළ කලාප පළලක් සහ වඩා හොඳ සේවාවක් ලබා දෙයි. ඒවා සංකේතනය කර ඇති අතර ඔත්තු බැලීමට අපහසු වේ.
","They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.
"
"“බුද්ධිමය දේපළ කොල්ලකෑම් වැළැක්වීම” යැයි පවසමින්, මාධ්‍ය සමාගම් පුරුද්දක් ලෙස මෙහි අරමුණ පිළිබඳව බොරු පවසති.
","The media companies routinely lie about the purpose of this, claiming that it is to ""prevent piracy"".
"
"ඇත්ත වශයෙන්ම, කලාපීය කේත නීති විරෝධී පිටපත් කිරීම කෙරෙහි කිසිදු බලපෑමක් ඇති නොකරයි; තැටියේ බිට්-බිට් පිටපතක්, මුල් කැමැත්ත ඇති ඕනෑම උපාංගයක හොඳින් ක්‍රියාත්මක වේ.
","In fact, region codes have absolutely no effect on illegal copying; a bit-for-bit copy of a disk will play just fine on any device where the original will.
"
"සැබෑම අරමුණ වන්නේ, එම සමාගම්වලට තම වෙළඳපළවල වඩාත් හොඳ පාලනයක් ලබා දීම වන අතර, එය තනිකරම අධිකව මුදල් ඉපැයීම පිළිබඳ දෙයකි.
","The actual purpose is to give those companies more control over their markets; it's all about money spinning.
"
"මන්දයත් ඇමතුම් යොමු කෙරෙන්නේ අන්තර්ජාලය හරහා වන අතර, ඔබට ඔබ ජීවත් වන හෝ සංචාරය කරන ප්‍රදේශයේ පිහිටි දුරකථන සමාගමක් භාවිත කිරීමට අවශ්‍ය නොවේ.
","Because calls are routed over the Internet, you do not need to use a phone company located where you live or where you travel.
"
"ඔබ ජීවත් වන ප්‍රජාවෙන් දේශීය අංකයක් ලබා ගැනීමේ අවශ්‍යතාවයක් ද නොමැත; ඔබට ඇලස්කාවේ චිකන් වනයේ චන්ද්‍රිකා අන්තර්ජාල සම්බන්ධතාවයක් ලබා ගත හැකි අතර ඔබ හිරු එළිය ඇති ඇරිසෝනා හි සිටින බව පවසන අංකයක් තෝරාගත හැකිය.
","There is also no requirement that you obtain a local number from the community in which you live; you can obtain a satellite Internet connection in the wilds of Chicken, Alaska and select a number which claims you're in sunny Arizona.
"
"බොහෝවිට, ඔබ වෙත PTSN දුරකථනවලින් ඇමතීම සඳහා ඉඩ දෙන වෙනම ජාත්‍යන්තර අංකයක් මිල දී  ගත යුතුය. අංකය ලබා ගන්නා තැන අනුව පුද්ගලයින් ඔබව ඇමතීමේ වෙනසක් ඇති කරයි.
","Often, you have to buy a global number separately that allows PSTN phones to call you. Where the number is from makes a difference for people calling you.
"
"තථ්‍ය කාලීන පාඨ පරිවර්තක යෙදුම් -  සම්පූර්ණ පාඨ කොටස් එක් භාෂාවකින් තව එකකට ස්වයංක්‍රීයව පරිවර්තනය කළ හැකි යෙදුම් වේ.
","Real-time text translator apps – applications that are capable of automatically translating whole segments of text from one language into another.
"
"මෙම කාණ්ඩයේ සමහර යෙදුම්වලට, පරිශීලකයා සැබෑ ජීවිතයේදී ඔවුන්ගේ දුරකථනය සංඥා හෝ වෙනත් වස්තූන් මතට එල්ල කළ විට ඒවායේ ඇති විදේශීය භාෂාවල පාඨ පවා පරිවර්තනය කළ හැකිය.
","Some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects.
"
"පරිවර්තන යන්ත්‍ර විස්මිත ලෙස වැඩිදියුණු වී ඇති අතර, දැන් බොහෝ නිවැරදි පරිවර්තන ලබා දෙන නමුත් (නොතේරෙන පරිවර්තන සිදුවන්නේ කලාතුරකිනි), සමහර ඒවා තවමත් නිවැරදි නොවිය හැකි නිසා, තරමක් සැලකිලිමත් විය යුතුය.
","The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.
"
"මෙම කාණ්ඩයේ වඩාත්ම කැපී පෙනෙන යෙදුම්වලින් එකක් වන්නේ ගූගල් පරිවර්තනයයි, එය අපේක්ෂිත භාෂා දත්ත බාගත කිරීමෙන් පසු නොබැඳි පරිවර්තනයට ඉඩ දෙයි.
","One of the most prominent apps in this category is Google Translate, which allows offline translation after downloading the desired language data.
"
"ඔබගේ ස්මාර්ට් ජංගම දුරකතනයේ GPS සංචාලන යෙදුම් භාවිතා කිරීම, ඔබගේ මව් රටෙන් පිටත සැරිසැරීමට පහසුම හා සරලම ක්‍රමය විය හැකි ය.
","Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country.
"
"ජීපීඑස් සඳහා නව සිතියම් මිලදී ගැනීම හෝ තනිවම ජීපීඑස් උපාංගයක් හෝ කාර් කුලියට දෙන සමාගමකින් එකක් කුලියට ගැනීම මගින් මුදල් ඉතිරි කර ගත හැකිය.
","It can save money over buying new maps for a GPS, or a standalone GPS device or renting one from a car rental company.
"
"ඔබේ දුරකථනයට දත්ත සම්බන්ධතාවක් නොමැති නම් හෝ එය සංඥා පරාසයෙන් පිටත නම්, ඒවායේ ක්‍රියාකාරීත්වය සීමා වීම හෝ ලද නොහැකි වීම සිදු විය හැකිය.
","If you don't have a data connection for your phone, or when it is out of range, their performance can be limited or unavailable.
"
