low_res,high_res
"සෙනඟ වැඩි වීම ඉවත් කිරීමට අමතර 300 ක් එක් කර මුළු වාහන සංඛ්‍යාව 1,300 ක් කරයි.
","An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.
"
"වසර 250 කට පසු ගිනස් සෑම වසරකම යූරෝ බිලියන 10 (ඇ.ඩො. බිලියන 14.7) ක ආදායමක් සහිත ගෝලීය ව්‍යාපාරයක් බවට වර්ධනය විය.
","250 years later, Guinness has grown to a global business that turns over 10 billion euros (US$14.7 billion) every year.
"
"දේශීය වේලාවෙන් 11:00 ට (UTC+1) පමණ, අගමැතිගේ නිල නිවස පිහිටි ඩවුනින් වීදියට වන පොලිස් ආරක්ෂාව සහිත පිවිසුමට ප්‍රතිවිරුද්ධ පැත්තේ වයිට් හෝල් හිදී උද්ඝෝෂණය ආරම්භ විය.
","The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.
"
"වික්ටෝරියා ඇල්ල යනු සිම්බාබ්වේ හි බටහිර කොටසේ, ලිවින්ස්ටෝන්, සැම්බියාව සහ බොට්ස්වානා අසල මායිම ඔස්සේ පිහිටි නගරයක් වේ.
","Victoria Falls is a town in the western portion of Zimbabwe, across the border from Livingstone, Zambia, and near Botswana.
"
"ඔබ සීතල ඍතුවල දී ග්‍රීන්ලන්තයට පැමිණෙන්නේ නම් (ඔබ තවත් උතුරට යන බවත් එය තවත් සීතල බවත් අදහස් කර), ප්‍රමාණවත් තරම් උණුසුම් ඇඳුම් ගෙන යාම අත්‍යවශ්‍යයි.
","If you visit Greenland during cold seasons (considering that the further north you go, the colder it will be), it is essential to bring warm enough clothing.
"
"දශක ගණනාවක් තිස්සේ සම්බන්ධව සිටින පුද්ගලයින්, අපේ දුෂ්කරතා සහ අසාර්ථකවීම් අවංකව තක්සේරු කළ අතර, අපගේ ශක්තීන් සහ ලැදියාවන් අගය කිරීමටද උපකාරී වූහ.
","Individuals who had been involved for several decades helped us appreciate our strengths and passions while candidly assessing difficulties and even failures.
"
"මම සඳුදා දින මගේ සියලු රාජකාරි වලට නැවත පැමිණීමට අපේක්ෂා කරමි,"" ඒරියස් ප්‍රකාශයක් කරමින් පැවසුවේය.
","I expect to return to all my duties on Monday,"" Arias said in a statement.
"
"බොහෝ දෙනා තම ස්ථානය කල් තියාම හොඳින් වෙන්කරවා ගනිති (සාමාන්‍යයෙන් ජනප්‍රියත්වය වැඩි කාලයේ දී බෝට්ටු පිරී ඇති බැවින්).
","Most people book their place well in advance (as the boats are usually full during the high season).
"
"රෝයි තීරණය මත රඳා පැවති පෞද්ගලිකත්වයට ඇති ගම්‍යමාන අයිතිය තමා විශ්වාස කළ බවද ඔහු තහවුරු කළේ ය.
","He also confirmed that he believed in the implied right to privacy which the Roe decision depended upon.
"
"සමහර විට සාමාන්‍යයෙන් ආරම්භක සිදුවීම වන්නේ හිරු මගින් හිම දිය කිරීම වන අතර, සමහර විටක එය වැඩි වැඩියෙන් හිම පතනය වීමත් සමහර විට වෙනත් ස්වභාවික සිදුවීමක්, බොහෝ දුරට මිනිස් මැදිහත් වීමක් විය හැකිය.
","Sometimes the original trigging event is the sun warming the snow, sometimes some more snowfall, sometimes other natural events, often a human.
"
"ඒවාට මූල්‍ය සම්බාධක මෙන්ම ඉරාන ආර්ථිකයට 80%ක දායකත්වයක් සපයන විදේශ ආදායම වන බොර තෙල් අපනයනය කිරීමට ගැන යුරෝපා සංගමය කළ තහනමක් ද ඇතුළත් වේ.
","They include financial restrictions and a ban by the European Union on the export of crude oil, from which the Iranian economy receives 80% of its foreign income.
"
"පරිගණක මත නවීන සහ විචිත්‍ර සජීවීකරණයන් ගොඩනැගිය හැකි අතර මෙවැනි සජීවීකරණ රූපවාහිනියේ සහ චිත්‍රපටවල භාවිතය වැඩි වෙමින් පවතී.
","Sophisticated animations can be constructed on computers, and this kind of animation is increasingly being used in television and films.
"
"වඩාත් ඍජු ඇඟිලි පුරුක් සහිත මිනිස් අත පාදයට වඩා කෙටි වේ.
","The human hand is shorter than the foot, with straighter phalanges.
"
"ක්‍රියාවලියෙන් අනතුරුව, මීළඟට තේරී පත්වන ව්‍යවස්ථාදායකය විසින් 2015 දී හෝ 2016 දී ක්‍රියාවලිය තුළ රැඳී සිටීමට HJR-3 සමාලෝචනයට ලක් කෙරේ.
","Following the process, HJR-3 will be reviewed again by the next elected legislature in either 2015 or 2016 to remain in process.
"
"අයර්ලන්තයේ රජය තත්ත්‍වය නිවැරදි කිරීමට පාර්ලිමේන්තුවේ නීති සම්පාදනයේ හදිසිය ගැන තරයේ කියා සිටියි.
","The Irish government is stressing the urgency of parliamentary legislation to rectify the situation.
"
"අධිකරණ ක්‍රියාවලිය මුළා කිරීමට උත්සාහ කිරීම සම්බන්ධවද බ්ලේක් වැරදිකරු කරන ලදී.
","Blake was also convicted of attempting to pervert the course of justice.
"
"දශක දෙකකින් චීනයේ දළ දේශීය නිෂ්පාදිතය එක්සත් ජනපදයට වඩා විශාල වීමට ඉඩ ඇත.
","China's GDP could be larger than the United States within two decades.
"
"සියලුම ස්වර නිවැරදිව වාදනය කරන අතර ඔබගේ අත් ලිහිල්ව ඇති බවට වග බලා ගන්න - එමෙන්ම ඔබගේ ඇඟිලි අමතර බලයකින් චලනය නොකිරීමට උත්සාහ කරන්න.
","Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.
"
"අනෙකුත් ප්‍රයිමේටාවන් මෙන් නොව, ආදි මානවයන් තවදුරටත් තම දෑත් සංචරණය හෝ බර දරා ගැනීම හෝ ගස් හරහා එල්ලී පැද්දීම සඳහා භාවිත නොකරයි.
","Unlike other primates, hominids no longer use their hands in locomotion or bearing weight or swinging through the trees.
"
"අයෝහි ගුරුත්වාකර්ෂණය මා ඇද තබන්නේ කෙසේද? ඔබ අයෝහි මතුපිට සිටියහොත්, ඔබ පෘථිවිය මතුපිට සිටීමට වඩා අඩු බරකින් යුතු වෙයි.
","How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth.
"
"නවසීලන්තයේ මුල් වාසීන් මාඕ නම් යෝධ පක්ෂීන් දඩයම් කළ මාඕරි ජනතාව වූ බව දහනව වන සහ විසි වන සියවස තුළ දිගු කාලයක් තිස්සේ විශ්වාසය පැවතුණි.
","For a long time during the nineteenth and twentieth centuries, it was believed the first inhabitants of New Zealand were the Maori people, who hunted giant birds called moas.
"
"මෙම සිදුවීම් සාමාන්‍යයෙන් ඕනෑම තැනක මාස තුනත් හයත් අතර කාලයක් පවතින අතර හෙක්ටයාර 50 ට නොඅඩු බිම්වල පවත්වනු ලැබේ.
","These events normally last anywhere between three and six months, and are held on sites no smaller than 50 hectares.
"
"රථවාහන තදබදය සමඟ විරෝධතා දැක්වීමේ අයිතිය සමතුලිත කිරීමට අවශ්‍ය බව පවසමින්.11: 20 ට පොලිසිය විරෝධතාකරුවන්ගෙන් ඉල්ලා සිටියේ පදික වේදිකාවට ආපසු යන ලෙසයි.
","At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.
"
"මෙලෙස, මැයි මාසයේ ඕනෑම ආරම්භක දිනයක් සඳහා වන ප්‍රාදේශීය අවසර පතක් ජනවාරි 1 වනදා සිට ලබාගත හැකි ය.
","Thus, a backcountry permit for any start date in May becomes available on 1 Jan.
"
"සැන් ෆ්රැන්සිස්කෝ යනු කොරියානු, තායි, ඉන්දියානු සහ ජපාන වැනි වෙනත් ආසියානු ඉවුම් පිහුම් සඳහා රටෙහි ඇති හොඳම ස්ථාන වලින් එකක් ද වේ.
","San Francisco is also one of the best places in the nation for other Asian cuisine: Korean, Thai, Indian, and Japanese.
"
"ඔහුගේ සටහන්වල සමහර දෙමාපියන් අශ්ලීල යැයි සැලකූ වචන අඩංගු වූ අතර පංතියේදී ඔහු අශිෂ්ඨ භාෂාවක් භාවිත කළ බව වාර්තා වෙයි.
","In his notes he used words which some parents considered coarse, and he reportedly used profanity in class.
"
"බොහෝ විට සංචාරකයෙකු සංචාරය කර ඇති හෝ සංචාරය කිරීමට අපේක්ෂා කරන රටවල් මත මෙම අවශ්‍යතා රඳා පවතී.
","These requirements may often depend on what countries a traveller has visited or intends to visit.
"
"(වැන්කූවර් සිට පැය 1.5 ක ගමනක ඇති) විස්ලර් 2010 ශීත ඔලිම්පික් උළෙල පැවැත්වීම හේතුවෙන් මිල අධික නමුත් ඉතා ප්‍රසිද්ධය.
","Whistler (1.5 hour drive from Vancouver) is expensive but well-known because of the 2010 Winter Olympics.
"
"වින්දිතයා පරීක්ෂා කිරීමට ඔබ පළමුව ඔබගේ ආරක්ෂාව සහතික කරගැනීම සඳහා එම ස්ථානය පරීක්ෂා කළ යුතු ය.
","To Check the victim, you must first survey the scene to ensure your safety.
"
"යුදෙව් කඳුවල පිහිටි පුරාතන නගරයට වසර දහස් ගණනක මනරම් ඉතිහාසයක් ඇත.
","The ancient city in the Judean Hills has a fascinating history spanning thousands of years.
"
"පරිවර්තන යන්ත්‍ර විස්මිත ලෙස වැඩිදියුණු වී ඇති අතර, දැන් බොහෝ නිවැරදි පරිවර්තන ලබා දෙන නමුත් (නොතේරෙන පරිවර්තන සිදුවන්නේ කලාතුරකිනි), සමහර ඒවා තවමත් නිවැරදි නොවිය හැකි නිසා, තරමක් සැලකිලිමත් විය යුතුය.
","The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.
"
"දැන් පවතින ව්‍යවස්ථා විරෝධී වෙනස්කම් බලාත්මක වීමෙන් පසු, අදාළ ද්‍රව්‍යවල තාවකාලික නීත්‍යානුකූලභාවයෙන් ප්‍රයෝජන ගන්නා පුද්ගලයන්ගේ සුභසාධනය සහ මත්ද්‍රව්‍ය සම්බන්ධ දණ්ඩන පිළිබඳ සෞඛ්‍ය අමාත්‍යවරයා කනස්සල්ල පළ කළේය.
","The Health Minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved, and for drug-related convictions handed down since the now-unconstitutional changes came into effect.
"
"සමහර විට සූදානම් නැත්තවුන් මුහුණපාන එකම සැබෑ අනතුර සීත කාලගුණයයි.
","Cold weather is perhaps the only real danger the unprepared will face.
"
"වඩාත් බර සංඝටක තැනීමට හයිඩ්රජන් පරමාණු බෙදීම (හෝ කැඩීම) නිසා ශක්තිය මුක්ත වීමෙන් තාරකා ආලෝකය සහ උෂ්ණත්වය ලබා දේ.
","Stars give off light and heat because of the energy made when hydrogen atoms are merged (or fused) together to form heavier elements.
"
"කාච නිෂ්පාදනයේදී, එම නිෂ්පාදකයන් ඉහළ ප්‍රමිති අත්පත් කරගන්නා බැවින්, මෙහි ගැටලුකාර ස්වාභාවය අවම වීමට පටන්ගෙන ඇත.
","This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.
"
"කැරැල්ලක් අතරතුර දී ඉරාකයේ අබු ඝරයිබ් බන්ධනාගාරයට ගිනි තබා තිබිණි.
","Iraq's Abu Ghraib prison has been set alight during a riot.
"
"ඔබ අන්වීක්ෂයක් තුළින් ජීවී දේවල් දෙස බැලුවහොත්, ඔවුන් කුඩා සමචතුරශ්‍ර හෝ බෝල වලින් සැකසී ඇති බවක් ඔබට පෙනෙනු ඇත.
","If you look at living things under a microscope, you will see that they are made of small squares or balls.
"
"ඉඳිකටු වැනි දේ ජලය මත පාවීම වැනි සංසිද්ධි ඇති කිරීමට ජල පෘෂ්ඨයෙහි අදෘෂ්‍යමාන සමක් වැන්නක් ජල අණුවලින් සැකසේ.
","The water molecules make an invisible skin on the water’s surface that allows things like the needle to float on top of the water.
"
"ඔබට වඩා වික්‍රමාන්විත බවක් හැ‍ඟෙන්නේ නම්, යුෂ සඳහා හෝ ස්මූති කිහිපයක් මිශ්‍ර කිරීමේ අවස්ථාව ලබාගන්න:
","If you're feeling more adventurous, take the opportunity to juice or blend up some smoothies:
"
"ස්ථාවර නාභීය දුරක් සහිත කාච මගින් ලබාගත් ගුණාත්මක භාවයට සමාන පින්තූර නිපදවීමට මෙය විශාලන කාචවලට ඉඩ දී ඇත.
","This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.
"
"සෑම කොනක ඇති අලෙවිසැලක්ම ගෙවුම් දුරකථන හෝ සාමාන්‍ය දුරකථන හරහා භාවිත කළ හැකි පෙරගෙවුම් කාඩ්පත්වලින් පිරී පවතී.
","Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones.
"
"පීකේ ජූනියර් 2009 හංගේරියානු ග්‍රොන් ප්‍රී තරඟයෙන් පසු ඉවත් කරන ලදි
","Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.
"
"කෙතරම් පුද්ගලයන් ප්‍රමාණයක් හින්දි බස කථා කරන්නේද යන්න සම්බන්ධව විවිධාකාර තක්සේරු කිරීම් ඇත. එය ලොව බහුලව කථා කරන භාෂාවන්ගෙන් දෙවන සහ හතරවන ස්ථාන අතර සිටින බවට තක්සේරු කෙරේ.
","There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.
"
"අවධාන ඌනතා ආබාධය “ස්නායුක සහලක්ෂණයක් වන අතර එහි නියම ත්‍රිත්ව රෝග ලක්ෂණ අතර ආවේගශීලීත්වය, වික්ෂේපය සහ අධි ක්‍රියාකාරිත්වය හෝ අතිරික්ත ශක්තිය ඇතුළත් වේ”.
","Attention Deficit Disorder ""is a neurological syndrome whose classic defining triad of symptoms including impulsivity, distractibility, and hyperactivity or excess energy"".
"
"ඔගස්ටස් අධිරාජ්‍යයා විසින් වෛද්‍යවරුන් බඳවා ගැනීමට පටන් ගත් අතර, යුද්ධයෙන් ඉක්බිතිව භාවිතා කිරීම සඳහා පළමු රෝමානු වෛද්‍ය බලකාය පවා පිහිටුවන ලදී.
","Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.
"
"බාසිලෝනාවේ බාසිලෝනා රනිං ටුවර්ස්  සහ කෝපන්හේගන්හි රනිං කෝපන්හේගන්වල මූල සහිතව එය ඉක්මණින්ම රනිං ටුවර්ස් ප්‍රාග් හා වෙනත් ඒවා හා සම්බන්ධ විය.
","With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours Prague based in Prague and others.
"
"සුළිසුළඟක් යනු අවට වාතය අභ්‍යන්තරයට හා ඉහළට උරා ගන්නා, භ්‍රමණය වන අවපීඩිත වායුමය ස්ථම්භයකි.
","A tornado is a spinning column of very low-pressure air, which sucks the surrounding air inward and upward.
"
"වළ එක්කෝ ගින්නකින් උණුසුම් කරගත් ගල් වලින් රත් කරනු ලැබේ, නැතහොත් සමහර ස්ථානවල භූතාපජ තාපය මගින් භූමියේ ප්‍රදේශ ස්වභාවිකව උණුසුම් වේ.
","The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.
"
"ඔබේ ප්‍රතිපත්තියේ පිටපත් සහ ඔබේ රක්ෂණකරුගේ සම්බන්ධතා තොරතුරු සකස් කරගෙන ඔබ සමඟ රැගෙන යන්න.
","Make and carry copies of your policy and your insurer's contact details with you.
"
"එක් සාමාන්‍ය වටයකදී සිදුරු දහ අටක් ක්‍රීඩා කෙරෙන අතර සාමාන්‍යයෙන් ක්‍රීඩකයන් පිටියේ පළමු සිදුරෙන් ආරම්භ කර දහ අට වැන්නෙන් අවසන් කරයි.
","Eighteen holes are played during a regular round, with players usually starting on the first hole on the course and finishing on the eighteenth.
"
"ගෝලීය මූල්‍ය තත්ත්‍වය ගැන සපෙටෙරෝ තවදුරටත් පැවසුවේ, ""මූල්‍ය පද්ධතිය ආර්ථිකයේ කොටසකි, තීරණාත්මක කොටසකි.
","Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part.
"
"1950 දී ඔහු වර්ජීනියා විශ්ව විද්‍යාලයේ කලා හා විද්‍යා විද්‍යාලයෙන් උපාධිය ලබාගත් අතර එම ආයතනයේ සැලකිය යුතු ප්‍රදායකයෙකු බවට පත් වූවේ ය.
","He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.
"
"බල තුලනය යනු යුරෝපීය රටවල් සියළුම යුරෝපීය රාජ්‍යයන්ගේ ජාතික ස්වෛරීභාවය පවත්වා ගැනීමට උත්සාහ කළ ක්‍රමයකි.
","The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.
"
"බොහෝ කාඩ්පත් ඕනෑම ස්ථානයකට ඇමතුම් ගැනීමට හොඳ අතර, සමහර ඒවා විශේෂිත රටවල් කාණ්ඩ වෙත ලාභදායී මිලකට ඇමතුම් ගැනීමේ හැකියාව ලබා දේ.
","While most cards are good for calling anywhere, some specialise in providing favourable call rates to specific groups of countries.
"
"අද දින නිවේදනය මඟින් අමතර මැදිරි සඳහා අරමුදල් සැපයීම සඳහා මේ වසරේ මාර්තු මාසයේදී රජය දක්වන කැපවීම ද දීර්ඝ විය.
","Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.
"
"ජනාධිපතිවරයාගේ තත්ත්වය ස්ථාවර වුව ද, ඔහුව දින කිහිපයක් නිවසේ හුදෙකලාව තබනු ඇත.
","The president's condition is stable, though he will be isolated at home for several days.
"
"සින්ක් ටයෑ, එනම් රියෝමැගියර්, මැනරෝලා, කොනිග්ලියා, වර්නාසා සහ මොන්ටෙරෝසෝ යන කුඩා වෙරළබඩ ගම්වලින් සමන්විත භූමි ප්‍රදේශ පහ ලිගුරියාවේ ඉතාලි කලාපයේ පිහිටා ඇත.
","Cinque Terre, which means Five Lands, comprises the five small coastal villages of Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso located in the Italian region of Liguria.
"
"සූර්යයා දෙස බලන විට අප දකින පිටත කොටස ඡායා ගෝලය ලෙස හැඳින්වේ, එහි තේරුම “ආලෝක බෝලය” යන්නයි.
","The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".
"
"සංචාරක ගමන් බිමන් මිල අධික වන අතර,ඒ සඳහා ශාරීරික සුවතාවද අවශ්‍ය වේ, එමෙන්ම එහි යා හැක්කේ නොවැ-පෙබරවාරි මාසවල වසන්තයේදී පමණක් වන අතර එය අර්ධ ද්වීපය, දූපත් සහ රෝස් මුහුදට සීමා වේ.
","Tourist visits are costly, demand physical fitness, can only take place in summer Nov-Feb, and are largely limited to the Peninsula, Islands and Ross Sea.
"
"ජාත්‍යන්තර වශයෙන්, පවතින සංචාර ආයතන 200 කට ආසන්නව ඇත. ඒවායින් බොහොමයක් ස්වාධීනව ක්‍රියා කරයි.
","Internationally, there are nearly 200 running tour organizations. Most of them operate independently.
"
"ඒවා යුනෙස්කෝ ලෝක උරුම ලැයිස්තුවේ ලැයිස්තුගත වී ඇත.
","They are listed on the UNESCO World Heritage List.
"
"සැන් ෆ්රැන්සිස්කෝවේ ආර්ථිකය ලෝක මට්ටමේ සංචාරක ආකර්ෂණයක් ලෙස එයට ඈඳී තිබෙන අතර, එහි ආර්ථිකය විවිධාංගීකරණය වී ඇත.
","While San Francisco's economy is linked to it being a world-class tourist attraction, its economy is diversified.
"
"ඔබ මාධ්‍ය නිෂ්පාදනය පිළිබඳ ඔබේ උපකල්පන නැවත ඇගයීම කර රේඛීය නොවන ආකාරවලින් සිතීමට ඉගෙන ගැනීම අන්තර්ක්‍රියාකාරී සැලසුමට අවශ්‍ය වේ.
","Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.
"
"කතන්දරයට අනුව, ඔහුගේ අභිප්‍රාය වූයේ කෙලෙසක හෝ ප්‍රසිද්ධිය ලබා ගැනීමයි. එෆිසියානුවන් මෙයින් දැඩි කෝපයට පත්ව හෙරොස්ට්‍රාටස්ගේ නම කිසිදු තැනක සටහන් නොකරන බවට නිවේදනය කළහ.
","According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.
"
"සෙජොං රජු ජොසොයොන් වංශයේ හතර වෙනි රජු වූ අතර, ඉතාම අගය කෙරෙනවුන් අතරින් කෙනෙකි.
","King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.
"
"උතුරු කැරොලිනාවේ චාලට් නගරයේ එක් ප්‍රබල ලක්‍ෂණයක් වන්නේ පවුල් සඳහා උසස් තත්ත්‍වයේ විකල්ප ගණනාවක් තිබීමයි.
","One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
"
"අපි ඉතාලියේ සැලසුම් පිළිබඳ පැහැදිලි කිරීමකින් පටන් ගනිමු. ඉතාලිය ප්‍රධාන වශයෙන් ජර්මනියේ සහ ජපානයේ ""බාල සහෝදරයා"" විය.
","Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.
"
"බොහෝ විදේශීය සතුන් සොයාගැනීම අසීරු කාර්යයක් වන අතර, සමහර අවස්ථාවලදී වනෝද්‍යානවල වාණිජමය අරමුණු සඳහා ඡායාරූප ගැනීම පිළිබඳ නීති රීති පවතී.
","Many exotic animals are hard to find, and parks sometimes have rules about taking photographs for commercial purposes.
"
"මේවා ලබාදෙන ගුවන් සමාගම් අතර එයාර් කැනඩා, ඩෙල්ටා එයාර්ලයින්ස්, එක්සත් ජනපදයෙන්  හෝ කැනඩාවෙන් ආරම්භ වන ලුෆ්තාන්සා, සහ වෙස්ට්ජෙට් ඇතුළත් වේ.
","Airlines that offer these include Air Canada, Delta Air Lines, Lufthansa for flights originating from the U.S. or Canada, and WestJet.
"
"WNED බෆලෝ (රීඩින් රේන්බෝ හි මූලස්ථානය) හි ජෝන් ග්‍රාන්ට් මෙසේ ප්‍රකාශ කළේ ය ""රීඩින් රේන්බෝ දරුවන්ට කියවිය යුත්තේ ඇයි ද යන්න ඉගැන්වී ය,...කියවීමේ ආශාව ඇති කළේ ය -[වැඩසටහන] දරුවන්ට පොතක් රැගෙන කියවීමට උනන්දු කළේ ය.""
","John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.""
"
"රොටෝරුවාහි ස්ථාන කිහිපයක් භූ උෂ්ණත්ව හංගි පිරිනමන අතර, අනෙකුත් හංගි ලබාගත හැක්කේ ක්‍රයිස්ට්චර්ච්, වෙලිංටන් සහ වෙනත් ස්ථානවලිනි.
","Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.
"
"වෙනස් සංස්කෘතියක් දැනගැනීමට, අලුත් පුද්ගලයින් හමුවීමට, ඔබ පිළිබඳවම හැදෑරීමට, ඉදිරි දර්ශනය පිළිබඳ හැඟීමක් ලබා ගැනීමට සහ නව හැකියාවන් ලබා ගැනීමට, විදෙස් රටක ජීවත්වෙමින් ස්වේච්ඡාවෙන් සේවය කිරීම හොඳ ක්‍රමයකි.
","Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.
"
"මීළඟට, ලබා ගත හැකි තානායම්කරුවන්ගේ ලැයිස්තුවක් මුද්‍රිතව සහ/හෝ මාර්ගගතව, සමහර විට වෙනත් සංචාරකයින්ගේ යොමු කිරීම් සහ සමාලෝචන ද සමඟ සපයනු ලබයි.
","A listing of available hosts is then provided either in print and/or online, sometimes with references and reviews by other travelers.
"
"විශාලනය සඳහා මිනිසුන් විසින් කාච සෑදීම සහ භාවිතා කිරීම අවුරුදු දස දහස් ගණනක් තිස්සේ සිදුවන්නකි.
","Humans have been making and using lenses for magnification for thousands and thousands of years.
"
"ඔලිම්පික් රන් පදක්කම් දෙකක් දිනූ ජපන් ජූඩෝ ක්‍රීඩක හිතෝෂි සයිතෝ වයස අවුරුදු 54 ක් ආයු වළඳා අභාවප්‍රාප්ත විය.
","Japanese judoka Hitoshi Saito, winner of two Olympic gold medals, has died at the age of 54.
"
"ගිනිකඳු ක්‍රියාකාරීත්වයකට කිසිඳු සම්බන්ධයක් නොමැති අඳුරු වලාකුළු කන්ද පාමුල ඇති බව වාර්තා විය.
","Dark clouds unrelated to any volcanic activity were reported at the base of the mountain.
"
"මෙම කලාත්මක සිදුවීම රුමේනියානු අගනගරයේ ප්‍රතිරූපය නිර්මාණාත්මක හා වර්ණවත් අගනගරයක් ලෙස නැවත ආරම්භ කිරීමට උත්සාහ කරන බුකාරෙස්ට් නගර ශාලාවේ ව්‍යාපාරයක කොටසකි.
","The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.
"
"එය ජලය මෙන් හැසිරෙනු ඇත. එය ජලය මෙන් විනිවිද පෙනෙයි.
","""It's going to behave like water. It's transparent just the way water is.
"
"උපකාරක භාෂා යනු සන්නිවේදන කිරීමට වෙනත් ආකාරයේ අපහසුතාව ඇති පුද්ගලයින් අතර සන්නිවේදනය පහසු කිරීමේ අදහසින් සෑදුණු කෘතිම හෝ නිර්මාණ කළ භාෂා වෙයි.
","Auxiliary languages are artificial or constructed languages created with the intent of facilitating communication between peoples who would otherwise have difficulty communicating.
"
"ගින්නෙන් පසුව, බලකොටුව සංරක්ෂණය කර ආරක්ෂා කරන ලද අතර, එය භූතානයේ වඩාත්ම උත්කෘෂ්ට වූ ආකර්ෂණවලින් එකක් ලෙස පවතී.
","After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.
"
"ඇතැම්විට වඩාත් සුලබ සංචාරක කර්මාන්ත ප්‍රභේදය වන්නේ බොහෝ දෙනා එක්ව කරන සංචාරයයි: විනෝදාත්මක සංචාරක කර්මාන්තය.
","Perhaps the most common type of tourism is what most people associate with traveling: Recreation tourism.
"
"අනතුරුව මූලික අවසන් වටයේදී මරූචිඩෝර් විසින් කබුල්ච පරාජයට පත් කරන ලදී.
","Maroochydore then defeated Caboolture in the Preliminary Final.
"
"ස්වදේශීය කථිකයින්ගේ සංඛ්‍යාව වඩාත් සමීපව අදාළවන  සමාන උපභාෂා ගණනය කරන්නේ ද නැති ද යන්න පදනම්ව වෙනස් වේ.
","The number of native speakers varies depending on whether or not very closely related dialects are counted.
"
"18 වන සියවසේදී තායිවරුන් කිහිප වරක්ම කාම්බෝජය ආක්‍රමණ කළ අතර 1772 දී නොම් පෙන් නගරය විනාශ කර දැමුවෝය.
","The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.
"
"මරණයට හේතුව අන්තඃයාකෘතික පිත්ත ප්‍රණාල පිළිකාවක් බවට ප්‍රකාශයට පත් කරන ලදී.
","The cause of death was announced as intrahepatic bile duct cancer.
"
"බොහොමයක් දිවයින් පුරාවට එහි ඉතිරි තත්ත්වයෙන් වැසි ඇතිවූ අතර, එසේ වුවත් තවමත්, කිසිඳු හානියක් හෝ ගංවතුර තත්ත්වයක් වාර්තා වී නැත.
","Its remnants produced showers across most of the islands, though as of yet, no damage or flooding has been reported.
"
"බෝවෙන රෝගයක් යනු ආසාදිත පුද්ගලයෙකු ළඟ සිටීමෙන් පහසුවෙන් වැළඳිය හැකි රෝගයකි.
","A contagious disease is a disease which is easily transmitted by being in the vicinity of an infected person.
"
"මරූචිඩෝර් ලැයිස්තුවේ ඉහළින් ම අවසන් කර තිබූ අතර, ඒ දෙවැන්නා වූ නූසාට වඩා ලකුණු හයක් ඉදිරියෙනි.
","Maroochydore had finished on top of the ladder, six points clear of Noosa in second.
"
"මෙම ශාක තියුණු, කටු සහිත කොළ වලින් යුත් අගිස්සක් ඇති කුඩා තල් ගසක් මෙන් පෙනේ.
","These plants look like a small palm tree with a crown of sharp, spiky leaves.
"
